#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PIK3CA	FGF19	9606.ENSP00000263967	9606.ENSP00000294312	0	0	0	0	0	0	0.400	0.398	0.623
PIK3CA	FGF3	9606.ENSP00000263967	9606.ENSP00000334122	0	0	0	0	0	0	0.400	0.400	0.624
PIK3CA	FOS	9606.ENSP00000263967	9606.ENSP00000306245	0	0	0	0	0	0.124	0	0.589	0.625
PIK3CA	GSK3B	9606.ENSP00000263967	9606.ENSP00000324806	0	0	0	0	0.199	0.069	0	0.544	0.630
PIK3CA	SHC1	9606.ENSP00000263967	9606.ENSP00000401303	0	0	0	0	0	0	0.400	0.420	0.637
PIK3CA	JUN	9606.ENSP00000263967	9606.ENSP00000360266	0	0	0	0	0	0	0	0.646	0.646
PIK3CA	ARAF	9606.ENSP00000263967	9606.ENSP00000290277	0	0	0	0	0.059	0.327	0	0.553	0.692
PIK3CA	FGF2	9606.ENSP00000263967	9606.ENSP00000264498	0	0	0	0	0	0	0.400	0.543	0.714
PIK3CA	BRCA1	9606.ENSP00000263967	9606.ENSP00000418960	0	0	0	0	0	0	0	0.728	0.728
PIK3CA	MYC	9606.ENSP00000263967	9606.ENSP00000478887	0	0	0	0	0	0.179	0	0.696	0.740
PIK3CA	EGF	9606.ENSP00000263967	9606.ENSP00000265171	0	0	0	0	0	0	0.400	0.595	0.746
PIK3CA	NOTCH1	9606.ENSP00000263967	9606.ENSP00000498587	0	0	0	0	0	0.314	0	0.700	0.786
PIK3CA	BRCA2	9606.ENSP00000263967	9606.ENSP00000369497	0	0	0	0	0.047	0	0	0.811	0.812
PIK3CA	MAP2K1	9606.ENSP00000263967	9606.ENSP00000302486	0	0	0	0	0.060	0.176	0	0.815	0.844
PIK3CA	CTNNB1	9606.ENSP00000263967	9606.ENSP00000495360	0	0	0	0	0.049	0.130	0	0.890	0.901
PIK3CA	GRB2	9606.ENSP00000263967	9606.ENSP00000376345	0	0	0	0	0	0.676	0.400	0.642	0.924
PIK3CA	SOS1	9606.ENSP00000263967	9606.ENSP00000384675	0	0	0	0	0.629	0	0.500	0.636	0.926
PIK3CA	ESR1	9606.ENSP00000263967	9606.ENSP00000405330	0	0	0	0	0	0.510	0.400	0.817	0.941
PIK3CA	TP53	9606.ENSP00000263967	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0.920	0.941
PIK3CA	BRAF	9606.ENSP00000263967	9606.ENSP00000419060	0	0	0	0	0.128	0.190	0	0.931	0.947
PIK3CA	PGR	9606.ENSP00000263967	9606.ENSP00000325120	0	0	0	0	0.060	0	0.900	0.626	0.961
PIK3CA	MTOR	9606.ENSP00000263967	9606.ENSP00000354558	0	0	0	0.548	0.060	0.166	0.900	0.592	0.963
PIK3CA	RAF1	9606.ENSP00000263967	9606.ENSP00000401888	0	0	0	0	0.066	0.069	0.900	0.719	0.972
PIK3CA	FGFR1	9606.ENSP00000263967	9606.ENSP00000393312	0	0	0	0	0	0.087	0.900	0.777	0.977
PIK3CA	IGF1R	9606.ENSP00000263967	9606.ENSP00000497069	0	0	0	0	0.048	0.098	0.900	0.776	0.978
PIK3CA	AKT3	9606.ENSP00000263967	9606.ENSP00000500582	0	0	0	0	0.075	0.098	0.900	0.838	0.984
PIK3CA	AKT2	9606.ENSP00000263967	9606.ENSP00000375892	0	0	0	0	0.042	0.098	0.900	0.841	0.984
PIK3CA	KIT	9606.ENSP00000263967	9606.ENSP00000288135	0	0	0	0	0.106	0.325	0.900	0.809	0.986
PIK3CA	ERBB2	9606.ENSP00000263967	9606.ENSP00000269571	0	0	0	0	0	0.115	0.900	0.927	0.992
PIK3CA	HRAS	9606.ENSP00000263967	9606.ENSP00000407586	0	0	0	0	0.100	0.758	0.900	0.800	0.995
PIK3CA	PTEN	9606.ENSP00000263967	9606.ENSP00000361021	0	0	0	0	0.112	0.134	0.900	0.949	0.995
PIK3CA	NRAS	9606.ENSP00000263967	9606.ENSP00000358548	0	0	0	0	0.125	0.483	0.900	0.921	0.995
PIK3CA	PIK3CD	9606.ENSP00000263967	9606.ENSP00000366563	0	0	0.060	0.888	0	0	0.900	0.983	0.998
PIK3CA	PIK3CB	9606.ENSP00000263967	9606.ENSP00000501150	0	0	0.060	0.882	0.083	0	0.900	0.984	0.998
PIK3CA	AKT1	9606.ENSP00000263967	9606.ENSP00000451828	0	0	0	0	0.060	0.738	0.900	0.951	0.998
PIK3CA	EGFR	9606.ENSP00000263967	9606.ENSP00000275493	0	0	0	0	0	0.790	0.900	0.976	0.999
PIK3CA	PIK3R1	9606.ENSP00000263967	9606.ENSP00000428056	0	0	0	0	0.156	0.997	0.967	0.998	0.999
PIK3CB	FGF4	9606.ENSP00000501150	9606.ENSP00000168712	0	0	0	0	0	0	0.400	0.151	0.468
PIK3CB	FGF20	9606.ENSP00000501150	9606.ENSP00000180166	0	0	0	0	0	0	0.400	0.144	0.464
PIK3CB	FGF22	9606.ENSP00000501150	9606.ENSP00000215530	0	0	0	0	0	0	0.400	0.133	0.457
PIK3CB	MAPK1	9606.ENSP00000501150	9606.ENSP00000215832	0	0	0	0	0.082	0	0	0.601	0.618
PIK3CB	PIK3R2	9606.ENSP00000501150	9606.ENSP00000222254	0	0	0	0	0	0.916	0.914	0.996	0.999
PIK3CB	RPS6KB1	9606.ENSP00000501150	9606.ENSP00000225577	0	0	0	0	0.065	0	0	0.584	0.595
PIK3CB	FGF6	9606.ENSP00000501150	9606.ENSP00000228837	0	0	0	0	0	0	0.400	0.125	0.452
PIK3CB	FGF23	9606.ENSP00000501150	9606.ENSP00000237837	0	0	0	0	0	0	0.400	0	0.400
PIK3CB	KRAS	9606.ENSP00000501150	9606.ENSP00000256078	0	0	0	0	0.070	0.216	0.900	0.679	0.973
PIK3CB	CDK4	9606.ENSP00000501150	9606.ENSP00000257904	0	0	0	0	0	0	0	0.581	0.581
PIK3CB	FLT4	9606.ENSP00000501150	9606.ENSP00000261937	0	0	0	0	0	0.098	0.650	0.229	0.735
PIK3CB	PIK3R3	9606.ENSP00000501150	9606.ENSP00000262741	0	0	0	0	0	0.857	0.914	0.996	0.999
PIK3CB	MAPK3	9606.ENSP00000501150	9606.ENSP00000263025	0	0	0	0	0.049	0	0	0.637	0.640
PIK3CB	PIK3CA	9606.ENSP00000501150	9606.ENSP00000263967	0	0	0.060	0.882	0.083	0	0.900	0.984	0.998
PIK3CB	FGF2	9606.ENSP00000501150	9606.ENSP00000264498	0	0	0	0	0	0	0.400	0.191	0.494
PIK3CB	FGF10	9606.ENSP00000501150	9606.ENSP00000264664	0	0	0	0	0	0	0.400	0.158	0.473
PIK3CB	EGF	9606.ENSP00000501150	9606.ENSP00000265171	0	0	0	0	0.055	0	0	0.392	0.401
PIK3CB	CDK6	9606.ENSP00000501150	9606.ENSP00000265734	0	0	0	0	0.042	0	0	0.515	0.516
PIK3CB	FGF7	9606.ENSP00000501150	9606.ENSP00000267843	0	0	0	0	0	0	0.400	0.145	0.465
PIK3CB	TP53	9606.ENSP00000501150	9606.ENSP00000269305	0	0	0	0	0	0	0	0.476	0.476
PIK3CB	ERBB2	9606.ENSP00000501150	9606.ENSP00000269571	0	0	0	0	0	0.162	0.900	0.702	0.972
PIK3CB	FGF18	9606.ENSP00000501150	9606.ENSP00000274625	0	0	0	0	0	0	0.400	0.136	0.459
PIK3CB	EGFR	9606.ENSP00000501150	9606.ENSP00000275493	0	0	0	0	0	0.622	0.900	0.842	0.993
PIK3CB	KIT	9606.ENSP00000501150	9606.ENSP00000288135	0	0	0	0	0.108	0.087	0.900	0.580	0.961
PIK3CB	ARAF	9606.ENSP00000501150	9606.ENSP00000290277	0	0	0	0	0.059	0.069	0	0.636	0.654
PIK3CB	FGF19	9606.ENSP00000501150	9606.ENSP00000294312	0	0	0	0	0	0	0.400	0.095	0.433
PIK3CB	MAP2K1	9606.ENSP00000501150	9606.ENSP00000302486	0	0	0	0	0.068	0	0	0.396	0.413
PIK3CB	FOS	9606.ENSP00000501150	9606.ENSP00000306245	0	0	0	0	0	0	0	0.525	0.525
PIK3CB	RPS6KB2	9606.ENSP00000501150	9606.ENSP00000308413	0	0	0	0	0.059	0	0	0.449	0.460
PIK3CB	FGF5	9606.ENSP00000501150	9606.ENSP00000311697	0	0	0	0	0	0	0.400	0.129	0.455
PIK3CB	FGF8	9606.ENSP00000501150	9606.ENSP00000321797	0	0	0	0	0	0	0.400	0.126	0.453
PIK3CB	GSK3B	9606.ENSP00000501150	9606.ENSP00000324806	0	0	0	0	0.060	0.069	0	0.433	0.460
PIK3CB	PGR	9606.ENSP00000501150	9606.ENSP00000325120	0	0	0	0	0.060	0	0.900	0.220	0.920
PIK3CB	FGF3	9606.ENSP00000501150	9606.ENSP00000334122	0	0	0	0	0	0	0.400	0.167	0.478
PIK3CB	FGF17	9606.ENSP00000501150	9606.ENSP00000352414	0	0	0	0	0	0	0.400	0.126	0.453
PIK3CB	MTOR	9606.ENSP00000501150	9606.ENSP00000354558	0	0	0	0.549	0.082	0.166	0.900	0.350	0.943
PIK3CB	NRAS	9606.ENSP00000501150	9606.ENSP00000358548	0	0	0	0	0.074	0.133	0.900	0.422	0.947
PIK3CB	JUN	9606.ENSP00000501150	9606.ENSP00000360266	0	0	0	0	0	0	0	0.508	0.508
PIK3CB	PTEN	9606.ENSP00000501150	9606.ENSP00000361021	0	0	0	0	0.058	0.134	0.900	0.829	0.984
PIK3CB	PIK3CD	9606.ENSP00000501150	9606.ENSP00000366563	0	0	0.060	0.956	0	0	0.900	0.983	0.998
PIK3CB	FGF9	9606.ENSP00000501150	9606.ENSP00000371790	0	0	0	0	0	0	0.400	0.156	0.472
PIK3CB	AKT2	9606.ENSP00000501150	9606.ENSP00000375892	0	0	0	0	0.048	0.276	0.900	0.783	0.983
PIK3CB	GRB2	9606.ENSP00000501150	9606.ENSP00000376345	0	0	0	0	0.064	0.422	0.400	0.389	0.775
PIK3CB	IGF1	9606.ENSP00000501150	9606.ENSP00000376637	0	0	0	0	0	0	0	0.588	0.588
PIK3CB	SOS1	9606.ENSP00000501150	9606.ENSP00000384675	0	0	0	0	0.125	0	0.500	0.384	0.707
PIK3CB	CDKN1A	9606.ENSP00000501150	9606.ENSP00000384849	0	0	0	0	0	0	0	0.432	0.432
PIK3CB	FGFR1	9606.ENSP00000501150	9606.ENSP00000393312	0	0	0	0	0	0.087	0.900	0.334	0.933
PIK3CB	FGF16	9606.ENSP00000501150	9606.ENSP00000399324	0	0	0	0	0	0	0.400	0.151	0.468
PIK3CB	SHC1	9606.ENSP00000501150	9606.ENSP00000401303	0	0	0	0	0	0	0.400	0.410	0.631
PIK3CB	RAF1	9606.ENSP00000501150	9606.ENSP00000401888	0	0	0	0	0.059	0.069	0.900	0.387	0.939
PIK3CB	HRAS	9606.ENSP00000501150	9606.ENSP00000407586	0	0	0	0	0.056	0.133	0.900	0.610	0.963
PIK3CB	BRAF	9606.ENSP00000501150	9606.ENSP00000419060	0	0	0	0	0.078	0.069	0	0.525	0.557
PIK3CB	PIK3R1	9606.ENSP00000501150	9606.ENSP00000428056	0	0	0	0	0.049	0.936	0.914	0.996	0.999
PIK3CB	AKT1	9606.ENSP00000501150	9606.ENSP00000451828	0	0	0	0	0.049	0.334	0.900	0.901	0.992
PIK3CB	FGF1	9606.ENSP00000501150	9606.ENSP00000480791	0	0	0	0	0	0	0.400	0.113	0.445
PIK3CB	IGF1R	9606.ENSP00000501150	9606.ENSP00000497069	0	0	0	0	0.074	0.098	0.900	0.695	0.971
PIK3CB	AKT3	9606.ENSP00000501150	9606.ENSP00000500582	0	0	0	0	0	0.098	0.900	0.636	0.964
PIK3CD	PIK3R2	9606.ENSP00000366563	9606.ENSP00000222254	0	0	0	0	0.042	0.563	0.914	0.996	0.999
PIK3CD	RPS6KB1	9606.ENSP00000366563	9606.ENSP00000225577	0	0	0	0	0.052	0	0	0.552	0.557
PIK3CD	KRAS	9606.ENSP00000366563	9606.ENSP00000256078	0	0	0	0	0.056	0.352	0.900	0.637	0.974
PIK3CD	FLT4	9606.ENSP00000366563	9606.ENSP00000261937	0	0	0	0	0.042	0.098	0.650	0.203	0.726
PIK3CD	PIK3R3	9606.ENSP00000366563	9606.ENSP00000262741	0	0	0	0	0	0.610	0.914	0.996	0.999
PIK3CD	PIK3CA	9606.ENSP00000366563	9606.ENSP00000263967	0	0	0.060	0.888	0	0	0.900	0.983	0.998
PIK3CD	TP53	9606.ENSP00000366563	9606.ENSP00000269305	0	0	0	0	0.042	0	0	0.461	0.462
PIK3CD	ERBB2	9606.ENSP00000366563	9606.ENSP00000269571	0	0	0	0	0	0	0.900	0.440	0.941
PIK3CD	EGFR	9606.ENSP00000366563	9606.ENSP00000275493	0	0	0	0	0.042	0	0.900	0.443	0.942
PIK3CD	KIT	9606.ENSP00000366563	9606.ENSP00000288135	0	0	0	0	0.106	0.087	0.900	0.353	0.940
PIK3CD	FOS	9606.ENSP00000366563	9606.ENSP00000306245	0	0	0	0	0.043	0	0	0.511	0.512
PIK3CD	RPS6KB2	9606.ENSP00000366563	9606.ENSP00000308413	0	0	0	0	0.052	0	0	0.432	0.439
PIK3CD	GSK3B	9606.ENSP00000366563	9606.ENSP00000324806	0	0	0	0	0.042	0.069	0	0.410	0.428
PIK3CD	PGR	9606.ENSP00000366563	9606.ENSP00000325120	0	0	0	0	0.060	0	0.900	0.136	0.911
PIK3CD	MTOR	9606.ENSP00000366563	9606.ENSP00000354558	0	0	0	0.550	0.056	0.166	0.900	0.360	0.942
PIK3CD	NRAS	9606.ENSP00000366563	9606.ENSP00000358548	0	0	0	0	0.056	0.352	0.900	0.337	0.954
PIK3CD	PTEN	9606.ENSP00000366563	9606.ENSP00000361021	0	0	0	0	0.058	0.134	0.900	0.708	0.973
PIK3CD	BRAF	9606.ENSP00000366563	9606.ENSP00000419060	0	0	0	0	0.052	0.069	0	0.409	0.433
PIK3CD	SHC1	9606.ENSP00000366563	9606.ENSP00000401303	0	0	0	0	0.042	0	0.400	0.284	0.552
PIK3CD	GRB2	9606.ENSP00000366563	9606.ENSP00000376345	0	0	0	0	0.067	0	0.400	0.363	0.612
PIK3CD	SOS1	9606.ENSP00000366563	9606.ENSP00000384675	0	0	0	0	0.073	0	0.500	0.270	0.632
PIK3CD	FGFR1	9606.ENSP00000366563	9606.ENSP00000393312	0	0	0	0	0	0.087	0.900	0.235	0.924
PIK3CD	RAF1	9606.ENSP00000366563	9606.ENSP00000401888	0	0	0	0	0.060	0.069	0.900	0.322	0.932
PIK3CD	IGF1R	9606.ENSP00000366563	9606.ENSP00000497069	0	0	0	0	0.044	0.167	0.900	0.447	0.950
PIK3CD	AKT3	9606.ENSP00000366563	9606.ENSP00000500582	0	0	0	0	0	0.098	0.900	0.494	0.950
PIK3CD	AKT2	9606.ENSP00000366563	9606.ENSP00000375892	0	0	0	0	0.042	0.286	0.900	0.520	0.962
PIK3CD	HRAS	9606.ENSP00000366563	9606.ENSP00000407586	0	0	0	0	0.056	0.644	0.900	0.239	0.971
PIK3CD	AKT1	9606.ENSP00000366563	9606.ENSP00000451828	0	0	0	0	0.042	0.098	0.900	0.757	0.976
PIK3CD	PIK3CB	9606.ENSP00000366563	9606.ENSP00000501150	0	0	0.060	0.956	0	0	0.900	0.983	0.998
PIK3CD	PIK3R1	9606.ENSP00000366563	9606.ENSP00000428056	0	0	0	0	0.042	0.987	0.914	0.995	0.999
PIK3R1	FGF4	9606.ENSP00000428056	9606.ENSP00000168712	0	0	0	0	0	0	0.400	0.206	0.503
PIK3R1	FGF20	9606.ENSP00000428056	9606.ENSP00000180166	0	0	0	0	0	0	0.400	0.194	0.495
PIK3R1	FGF22	9606.ENSP00000428056	9606.ENSP00000215530	0	0	0	0	0	0	0.400	0.192	0.494
PIK3R1	MAPK1	9606.ENSP00000428056	9606.ENSP00000215832	0	0	0	0	0.127	0	0	0.626	0.659
PIK3R1	SOS2	9606.ENSP00000428056	9606.ENSP00000216373	0	0	0	0	0.121	0.136	0	0.300	0.421
PIK3R1	PIK3R2	9606.ENSP00000428056	9606.ENSP00000222254	0	0	0.052	0.960	0.044	0.864	0.900	0.959	0.999
PIK3R1	RPS6KB1	9606.ENSP00000428056	9606.ENSP00000225577	0	0	0	0	0.057	0.123	0	0.537	0.584
PIK3R1	CCND1	9606.ENSP00000428056	9606.ENSP00000227507	0	0	0	0	0	0	0	0.474	0.474
PIK3R1	FGF6	9606.ENSP00000428056	9606.ENSP00000228837	0	0	0	0	0	0	0.400	0.197	0.497
PIK3R1	FGF23	9606.ENSP00000428056	9606.ENSP00000237837	0	0	0	0	0	0	0.400	0	0.400
PIK3R1	KRAS	9606.ENSP00000428056	9606.ENSP00000256078	0	0	0	0	0.072	0.102	0.900	0.618	0.963
PIK3R1	CDK4	9606.ENSP00000428056	9606.ENSP00000257904	0	0	0	0	0.042	0	0	0.448	0.448
PIK3R1	FLT4	9606.ENSP00000428056	9606.ENSP00000261937	0	0	0	0	0	0.185	0.650	0.527	0.853
PIK3R1	PIK3R3	9606.ENSP00000428056	9606.ENSP00000262741	0	0	0.050	0.974	0.042	0.807	0.944	0.768	0.997
PIK3R1	MAPK3	9606.ENSP00000428056	9606.ENSP00000263025	0	0	0	0	0.115	0	0	0.445	0.488
PIK3R1	PIK3CA	9606.ENSP00000428056	9606.ENSP00000263967	0	0	0	0	0.156	0.997	0.967	0.998	0.999
PIK3R1	FGF2	9606.ENSP00000428056	9606.ENSP00000264498	0	0	0	0	0	0	0.400	0.250	0.530
PIK3R1	FGF10	9606.ENSP00000428056	9606.ENSP00000264664	0	0	0	0	0.047	0	0.400	0.204	0.505
PIK3R1	LEF1	9606.ENSP00000428056	9606.ENSP00000265165	0	0	0	0	0.047	0	0	0.457	0.460
PIK3R1	EGF	9606.ENSP00000428056	9606.ENSP00000265171	0	0	0	0	0	0.292	0.400	0.809	0.911
PIK3R1	CDK6	9606.ENSP00000428056	9606.ENSP00000265734	0	0	0	0	0.044	0	0	0.434	0.435
PIK3R1	FGF7	9606.ENSP00000428056	9606.ENSP00000267843	0	0	0	0	0.053	0	0.400	0.202	0.506
PIK3R1	TP53	9606.ENSP00000428056	9606.ENSP00000269305	0	0	0	0	0	0	0	0.853	0.853
PIK3R1	ERBB2	9606.ENSP00000428056	9606.ENSP00000269571	0	0	0	0	0	0.840	0.900	0.728	0.995
PIK3R1	FGF18	9606.ENSP00000428056	9606.ENSP00000274625	0	0	0	0	0	0	0.400	0.202	0.500
PIK3R1	EGFR	9606.ENSP00000428056	9606.ENSP00000275493	0	0	0	0	0.042	0.900	0.900	0.901	0.998
PIK3R1	KIT	9606.ENSP00000428056	9606.ENSP00000288135	0	0	0	0	0.056	0.870	0.900	0.668	0.995
PIK3R1	ARAF	9606.ENSP00000428056	9606.ENSP00000290277	0	0	0	0	0.042	0.536	0	0.576	0.795
PIK3R1	FGF19	9606.ENSP00000428056	9606.ENSP00000294312	0	0	0	0	0	0	0.400	0.158	0.473
PIK3R1	MAP2K1	9606.ENSP00000428056	9606.ENSP00000302486	0	0	0	0	0.044	0	0	0.499	0.501
PIK3R1	FOS	9606.ENSP00000428056	9606.ENSP00000306245	0	0	0	0	0.047	0.122	0	0.609	0.644
PIK3R1	FGF5	9606.ENSP00000428056	9606.ENSP00000311697	0	0	0	0	0	0	0.400	0.202	0.500
PIK3R1	FGF8	9606.ENSP00000428056	9606.ENSP00000321797	0	0	0	0	0	0	0.400	0.194	0.495
PIK3R1	GSK3B	9606.ENSP00000428056	9606.ENSP00000324806	0	0	0	0	0.074	0.093	0	0.449	0.497
PIK3R1	PGR	9606.ENSP00000428056	9606.ENSP00000325120	0	0	0	0	0	0.065	0.900	0.322	0.931
PIK3R1	FGF3	9606.ENSP00000428056	9606.ENSP00000334122	0	0	0	0	0	0	0.400	0.230	0.518
PIK3R1	ESR2	9606.ENSP00000428056	9606.ENSP00000343925	0	0	0	0	0	0.065	0.400	0.229	0.530
PIK3R1	FGF17	9606.ENSP00000428056	9606.ENSP00000352414	0	0	0	0	0	0	0.400	0.203	0.501
PIK3R1	MTOR	9606.ENSP00000428056	9606.ENSP00000354558	0	0	0	0	0.044	0	0.900	0.577	0.956
PIK3R1	NRAS	9606.ENSP00000428056	9606.ENSP00000358548	0	0	0	0	0.042	0.143	0.900	0.533	0.956
PIK3R1	JUN	9606.ENSP00000428056	9606.ENSP00000360266	0	0	0	0	0.049	0.127	0	0.574	0.615
PIK3R1	PTEN	9606.ENSP00000428056	9606.ENSP00000361021	0	0	0	0	0.056	0.554	0.900	0.943	0.997
PIK3R1	SHC3	9606.ENSP00000428056	9606.ENSP00000364995	0	0	0	0	0.042	0.323	0	0.172	0.416
PIK3R1	PIK3CD	9606.ENSP00000428056	9606.ENSP00000366563	0	0	0	0	0.042	0.987	0.914	0.995	0.999
PIK3R1	BRCA2	9606.ENSP00000428056	9606.ENSP00000369497	0	0	0	0	0	0	0	0.419	0.418
PIK3R1	FGF9	9606.ENSP00000428056	9606.ENSP00000371790	0	0	0	0	0.049	0	0.400	0.218	0.514
PIK3R1	AKT2	9606.ENSP00000428056	9606.ENSP00000375892	0	0	0	0	0.066	0.093	0.900	0.789	0.979
PIK3R1	GRB2	9606.ENSP00000428056	9606.ENSP00000376345	0	0	0	0	0.042	0.921	0.400	0.975	0.998
PIK3R1	IGF1	9606.ENSP00000428056	9606.ENSP00000376637	0	0	0	0	0.076	0	0	0.507	0.524
PIK3R1	SOS1	9606.ENSP00000428056	9606.ENSP00000384675	0	0	0	0	0.144	0.613	0.500	0.612	0.927
PIK3R1	CDKN1A	9606.ENSP00000428056	9606.ENSP00000384849	0	0	0	0	0	0	0.400	0.321	0.575
PIK3R1	FGFR1	9606.ENSP00000428056	9606.ENSP00000393312	0	0	0	0	0.042	0.813	0.900	0.653	0.992
PIK3R1	FGF16	9606.ENSP00000428056	9606.ENSP00000399324	0	0	0	0	0	0	0.400	0.197	0.497
PIK3R1	SHC1	9606.ENSP00000428056	9606.ENSP00000401303	0	0	0	0	0.049	0.878	0.400	0.636	0.971
PIK3R1	RAF1	9606.ENSP00000428056	9606.ENSP00000401888	0	0	0	0	0.042	0.263	0.900	0.303	0.944
PIK3R1	ESR1	9606.ENSP00000428056	9606.ENSP00000405330	0	0	0	0	0	0.708	0.400	0.971	0.994
PIK3R1	HRAS	9606.ENSP00000428056	9606.ENSP00000407586	0	0	0	0	0	0.688	0.900	0.707	0.990
PIK3R1	BRCA1	9606.ENSP00000428056	9606.ENSP00000418960	0	0	0	0	0	0.362	0	0.649	0.766
PIK3R1	BRAF	9606.ENSP00000428056	9606.ENSP00000419060	0	0	0	0	0.049	0.093	0	0.574	0.600
PIK3R1	FGF1	9606.ENSP00000428056	9606.ENSP00000480791	0	0	0	0	0	0	0.400	0.137	0.460
PIK3R1	NOTCH1	9606.ENSP00000428056	9606.ENSP00000498587	0	0	0	0	0.049	0.097	0	0.608	0.633
PIK3R1	MYC	9606.ENSP00000428056	9606.ENSP00000478887	0	0	0	0	0.057	0.065	0	0.661	0.675
PIK3R1	CTNNB1	9606.ENSP00000428056	9606.ENSP00000495360	0	0	0	0	0.075	0.683	0	0.555	0.858
PIK3R1	AKT3	9606.ENSP00000428056	9606.ENSP00000500582	0	0	0	0	0.071	0.093	0.900	0.768	0.977
PIK3R1	IGF1R	9606.ENSP00000428056	9606.ENSP00000497069	0	0	0	0	0.042	0.803	0.900	0.735	0.994
PIK3R1	AKT1	9606.ENSP00000428056	9606.ENSP00000451828	0	0	0	0	0.058	0.558	0.900	0.913	0.995
PIK3R1	PIK3CB	9606.ENSP00000428056	9606.ENSP00000501150	0	0	0	0	0.049	0.936	0.914	0.996	0.999
PIK3R2	FGF4	9606.ENSP00000222254	9606.ENSP00000168712	0	0	0	0	0	0	0.400	0.175	0.483
PIK3R2	FGF20	9606.ENSP00000222254	9606.ENSP00000180166	0	0	0	0	0	0	0.400	0.161	0.475
PIK3R2	FGF22	9606.ENSP00000222254	9606.ENSP00000215530	0	0	0	0	0	0	0.400	0.161	0.475
PIK3R2	FGF19	9606.ENSP00000222254	9606.ENSP00000294312	0	0	0	0	0	0	0.400	0	0.400
PIK3R2	FGF23	9606.ENSP00000222254	9606.ENSP00000237837	0	0	0	0	0.045	0	0.400	0	0.402
PIK3R2	MAPK3	9606.ENSP00000222254	9606.ENSP00000263025	0	0	0	0	0.173	0	0	0.315	0.409
PIK3R2	FGF1	9606.ENSP00000222254	9606.ENSP00000480791	0	0	0	0	0	0	0.400	0.069	0.417
PIK3R2	JUN	9606.ENSP00000222254	9606.ENSP00000360266	0	0	0	0	0	0	0	0.424	0.424
PIK3R2	ESR2	9606.ENSP00000222254	9606.ENSP00000343925	0	0	0	0	0	0.065	0.400	0.074	0.435
PIK3R2	RPS6KB1	9606.ENSP00000222254	9606.ENSP00000225577	0	0	0	0	0.056	0	0	0.429	0.438
PIK3R2	CCND1	9606.ENSP00000222254	9606.ENSP00000227507	0	0	0	0	0.043	0	0	0.461	0.462
PIK3R2	FGF16	9606.ENSP00000222254	9606.ENSP00000399324	0	0	0	0	0	0	0.400	0.160	0.474
PIK3R2	FGF7	9606.ENSP00000222254	9606.ENSP00000267843	0	0	0	0	0	0	0.400	0.161	0.475
PIK3R2	FGF6	9606.ENSP00000222254	9606.ENSP00000228837	0	0	0	0	0	0	0.400	0.162	0.475
PIK3R2	FGF10	9606.ENSP00000222254	9606.ENSP00000264664	0	0	0	0	0	0	0.400	0.163	0.476
PIK3R2	FGF8	9606.ENSP00000222254	9606.ENSP00000321797	0	0	0	0	0	0	0.400	0.165	0.477
PIK3R2	FGF5	9606.ENSP00000222254	9606.ENSP00000311697	0	0	0	0	0	0	0.400	0.167	0.478
PIK3R2	FGF9	9606.ENSP00000222254	9606.ENSP00000371790	0	0	0	0	0	0	0.400	0.167	0.478
PIK3R2	FGF3	9606.ENSP00000222254	9606.ENSP00000334122	0	0	0	0	0	0	0.400	0.167	0.478
PIK3R2	FGF17	9606.ENSP00000222254	9606.ENSP00000352414	0	0	0	0	0.044	0	0.400	0.166	0.479
PIK3R2	FGF18	9606.ENSP00000222254	9606.ENSP00000274625	0	0	0	0	0	0	0.400	0.177	0.485
PIK3R2	EGF	9606.ENSP00000222254	9606.ENSP00000265171	0	0	0	0	0	0	0	0.579	0.579
PIK3R2	SOS1	9606.ENSP00000222254	9606.ENSP00000384675	0	0	0	0	0	0	0.500	0.258	0.613
PIK3R2	ESR1	9606.ENSP00000222254	9606.ENSP00000405330	0	0	0	0	0	0.309	0.400	0.195	0.637
PIK3R2	FGF2	9606.ENSP00000222254	9606.ENSP00000264498	0	0	0	0	0	0	0.400	0.430	0.643
PIK3R2	SHC1	9606.ENSP00000222254	9606.ENSP00000401303	0	0	0	0	0.054	0.342	0.400	0.364	0.731
PIK3R2	FLT4	9606.ENSP00000222254	9606.ENSP00000261937	0	0	0	0	0.042	0.185	0.650	0.165	0.741
PIK3R2	GRB2	9606.ENSP00000222254	9606.ENSP00000376345	0	0	0	0.627	0.042	0.605	0.400	0.182	0.789
PIK3R2	PGR	9606.ENSP00000222254	9606.ENSP00000325120	0	0	0	0	0	0.065	0.900	0.138	0.912
PIK3R2	RAF1	9606.ENSP00000222254	9606.ENSP00000401888	0	0	0	0	0.082	0.093	0.900	0.206	0.925
PIK3R2	HRAS	9606.ENSP00000222254	9606.ENSP00000407586	0	0	0	0	0.059	0.065	0.900	0.305	0.930
PIK3R2	NRAS	9606.ENSP00000222254	9606.ENSP00000358548	0	0	0	0	0.042	0.065	0.900	0.345	0.933
PIK3R2	MTOR	9606.ENSP00000222254	9606.ENSP00000354558	0	0	0	0	0.060	0	0.900	0.453	0.944
